Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
計画を阻止する,そしする,soshi suru,They block the plan.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,計画を阻止する。,They block the plan.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
他社と提携する,ていけい,teikei,We partner with another company.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,他社と提携する。,We partner with another company.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
海外と取引する,とりひきする,torihiki suru,We do business overseas.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,海外と取引する。,We do business overseas.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
作品を批評する,ひひょう,hihyou,They review the work.,collocation,Work and Communication,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,作品を批評する。,They review the work.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
各駅停車でのんびり移動した,かくえきていしゃ,kakueki teisha,I traveled leisurely on the local train.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,各駅停車でのんびり移動した。,I traveled leisurely on the local train.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
空港に着く,くうこう,kuukou,Arrive at the airport.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,空港に着く。,Arrive at the airport.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
厳しい道を歩む,あゆむ,ayumu,I walk a hard road.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,厳しい道を歩む。,I walk a hard road.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
放送局を見学した,ほうそうきょく,housoukyoku,I toured the broadcasting station.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,放送局を見学した。,I toured the broadcasting station.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
道の反対側に渡る,はんたいがわ,hantaigawa,Cross to the opposite side of the road.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,道の反対側に渡る。,Cross to the opposite side of the road.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
川沿いの道を歩く,かわぞい,kawazoi,I walk along the riverside road.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,川沿いの道を歩く。,I walk along the riverside road.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
駅の周辺を散歩した,しゅうへん,shuuhen,I walked around the station area.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,駅の周辺を散歩した。,I walked around the station area.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
駅に向かって歩いた,むかう,mukau,I walked toward the station.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,駅に向かって歩いた。,I walked toward the station.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
毎年、海外旅行に行く,まいとし,maitoshi,I travel abroad every year.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,毎年、海外旅行に行く。,I travel abroad every year.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
飛行場までバスで行く,ひこうじょう,hikoujou,I'll take a bus to the airport.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,飛行場までバスで行く。,I'll take a bus to the airport.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
新宿駅で乗り換えが必要だ,のりかえ,norikae,A transfer is necessary at Shinjuku Station.,collocation,Travel and Movement,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,新宿駅で乗り換えが必要だ。,A transfer is necessary at Shinjuku Station.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
